i,Variety,BinName,Grower,Block,FilledTime,EmptiedTime,ElapsedTime,ElapsedSeconds,EndMoisture,Buyer,ShippedOn,CertWgt,Acceptable
961,Serr,A03,NUT21,Resweep,4/09/2018 20:55,4/10/2018 10:06,10:50:31,39031,3.4,3593,10/04/2018,8780,yes
962,Serr,A10,NUT21,Resweep,4/09/2018 20:55,4/10/2018 10:10,13:14:39,47679,4.2,3593,10/04/2018,8780,yes
963,Lara,A07,30424,18101 Bellbrook,4/09/2018 21:31,4/11/2018 11:58,32:37:20,117440,5.9,3823,11/04/2018,5780,yes
964,Lara,A09,30424,18101 Bellbrook,4/09/2018 21:31,4/11/2018 12:02,27:50:38,100238,5.4,3823,11/04/2018,5780,yes
965,Lara,B11,30424,18101 Bellbrook,4/09/2018 21:31,4/11/2018 13:01,17:51:42,64302,5.4,3823,11/04/2018,5780,yes
966,Lara,A06,MER24,1897 Mer,4/09/2018 21:31,4/12/2018 8:57,20:29:01,73741,5.3,3235,12/04/2018,8330,yes
967,Lara,B09,MER24,1897 Mer,4/09/2018 21:31,4/12/2018 9:01,5:36:37,20197,3.2,3235,12/04/2018,8330,yes
968,Lara,B10,MER24,1897 Mer,4/10/2018 12:37,4/10/2018 12:44,11:23:26,41006,2.5,3235,12/04/2018,8330,yes
969,Vina,A04,61117,1899 Jacks,4/09/2018 21:31,4/12/2018 8:00,3:11:05,11465,4.1,2582,12/04/2018,8040,yes
970,Vina,A05,61117,1899 Jacks,4/09/2018 21:31,4/12/2018 8:05,13:21:09,48069,3.3,2582,12/04/2018,8040,yes
971,Gapsted Chandler,E01,GAP17,"3,1,6,7,8,9",4/10/2018 10:36,4/10/2018 10:39,0:03:34,214,3.3,2399,10/04/2018,8700,yes
972,Gapsted Chandler,E02,GAP17,"3,1,6,7,8,9",4/10/2018 10:36,4/10/2018 10:39,0:03:34,214,3.3,2399,10/04/2018,8700,yes
973,Gapsted Chandler,E10,GAP17,"3,1,6,7,8,9",4/10/2018 10:36,4/10/2018 10:39,0:03:34,214,3.3,2399,10/04/2018,8700,yes
974,Vina,A01,NT317,Resweep C + D,4/10/2018 19:50,4/11/2018 14:14,18:23:41,66221,4.2,2552,11/04/2018,9860,yes
975,Vina,A02,NT317,Resweep C + D,4/10/2018 19:50,4/11/2018 14:20,18:29:29,66569,4.4,2552,11/04/2018,9860,yes
976,Vina,A10,NT317,Resweep C + D,4/10/2018 19:50,4/11/2018 14:39,4:16:10,15370,4.3,2373,11/04/2018,3650,yes
977,Vina,A11,NT317,Resweep C + D,4/10/2018 19:50,4/11/2018 14:56,4:33:29,16409,4.3,2373,11/04/2018,3650,yes
978,Vina,A03,NUT17,Resweep H1 + H2,4/10/2018 19:58,4/11/2018 13:04,17:05:26,61526,4.6,2393,11/04/2018,4880,yes
979,Vina,B12,NUT17,Resweep H1 + H2,4/10/2018 19:58,4/11/2018 14:09,18:10:47,65447,4.6,2393,11/04/2018,4880,yes
980,Lara,B01,30424,18101 Bellbrook,4/10/2018 20:16,4/12/2018 10:26,28:49:18,103758,5.7,2058,12/04/2018,7890,yes
981,Lara,B02,30424,18101 Bellbrook,4/10/2018 20:16,4/12/2018 10:31,28:06:39,101199,3.1,2058,12/04/2018,7890,yes
982,Lara,B03,30424,18102 Bellbrook,4/10/2018 20:16,4/12/2018 10:52,25:19:59,91199,4.9,7987,12/04/2018,4510,yes
983,Lara,C09,30424,18102 Bellbrook,4/11/2018 17:32,4/11/2018 17:40,15:21:33,55293,2.3,7987,12/04/2018,4510,yes
984,Lara,A01,30424,1803 Bellbrook,4/11/2018 18:16,4/14/2018 4:43 PM,36:41:17,132077,4.7,2535,14/04/2018,7730,yes
985,Lara,A02,30424,1803 Bellbrook,4/11/2018 18:16,4/14/2018 4:43 PM,35:01:09,126069,4.5,2535,14/04/2018,7730,yes
986,Lara,A03,30424,1804 Bellbrook,4/11/2018 18:16,4/14/2018 5:15 PM,32:47:48,118068,4.4,5525,14/04/2018,8850,yes
987,Lara,A09,30424,1804 Bellbrook,4/11/2018 19:35,4/11/2018 19:37,0:02:14,134,2.4,5525,14/04/2018,8850,yes
988,Lara,A07,MER24,1898 Mer,4/11/2018 18:54,4/12/2018 11:14,3:03:46,11026,5.4,3335,12/04/2018,4360,yes
989,Lara,A10,MER24,1898 Mer,4/11/2018 19:57,4/12/2018 11:28,15:31:48,55908,5.4,3335,12/04/2018,4360,yes
990,Gapsted Franquette,A04,GAP19,3,4/12/2018 11:15,4/14/2018 6:57 PM,15:49:27,56967,5.3,2229,14/04/2018,8140,yes
991,Gapsted Franquette,A05,GAP19,3,4/12/2018 11:15,4/14/2018 6:57 PM,14:14:01,51241,4.4,2229,14/04/2018,8140,yes
992,Chandler,A06,NT317,A3 and A4,4/12/2018 11:51,4/15/2018 8:29 AM,18:41:06,67266,6.9,2355,15/04/2018,8450,yes
993,Chandler,A07,NT317,A3 and A4,4/12/2018 11:51,4/15/2018 8:29 AM,28:29:23,102563,5.3,2355,15/04/2018,8450,yes
994,Chandler,A10,NT317,A3 and A4,4/12/2018 13:08,4/15/2018 8:59 AM,16:53:25,60805,6.7,2303,15/04/2018,8390,yes
995,Chandler,A08,NT317,A3 and A4,4/12/2018 14:12,4/15/2018 8:59 AM,16:48:23,60503,5.1,2303,15/04/2018,8390,yes
996,Chandler,A11,NT317,A3 and A4,4/12/2018 14:12,4/15/2018 8:59 AM,14:58:14,53894,7,2303,15/04/2018,8390,yes
997,Chandler,A12,NT317,A3 and A4,4/12/2018 14:12,4/15/2018 9:24 AM,11:12:41,40361,7.6,377,15/04/2018,8700,yes
998,Vina,B01,NT317,C - D Resweep,4/15/2018 1:37 PM,4/15/2018 1:37 PM,0:00:25,25,5.9,5583,15/04/2018,10930,yes
999,Vina,B02,NT317,C - D Resweep,4/12/2018 15:59,4/15/2018 1:39 PM,0:00:25,25,4.4,5583,15/04/2018,10930,yes
1000,Vina,B09,NT317,C - D Resweep,4/12/2018 19:40,4/12/2018 19:43,,0,2.5,5583,15/04/2018,10930,yes
1001,Chandler,B03,NT317,A3 and A4,4/12/2018 16:18,4/15/2018 9:24 AM,15:46:43,56803,5.1,377,15/04/2018,8700,yes
1002,Chandler,B04,NT317,A3 and A4,4/12/2018 16:29,4/15/2018 9:24 AM,14:35:42,52542,4.5,377,15/04/2018,8700,yes
1003,Chandler,B10,NT317,A3 and A4,4/13/2018 6:04 PM,4/13/2018 6:10 PM,0:06:42,402,2.5,5323,15/04/2018,9960,yes
1004,Lara,B05,30424,18108 Bellbrook,4/12/2018 23:13,4/14/2018 5:15 PM,35:34:46,128086,5.4,5525,14/04/2018,8850,yes
1005,Lara,B06,30424,18108 Bellbrook,4/12/2018 23:13,4/14/2018 5:38 PM,36:15:21,130521,5.8,5577,14/04/2018,9040,yes
1006,Lara,B07,30424,18109 Bellbrook,4/12/2018 23:13,4/14/2018 5:38 PM,28:36:58,103018,6.3,5577,14/04/2018,9040,yes
1007,Lara,B08,30424,18109 Bellbrook,4/12/2018 23:13,4/14/2018 5:38 PM,22:03:38,79418,5.5,5577,14/04/2018,9040,yes
1008,Lara,C01,30424,18110 Bellbrook + 18111 Lane A,4/12/2018 23:13,4/14/2018 6:09 PM,27:59:48,100788,6.4,2002,14/04/2018,7800,yes
1009,Lara,B11,30424,18110 Bellbrook + 18111 Lane A,4/12/2018 23:13,4/14/2018 6:09 PM,0:06:13,373,6.4,2002,14/04/2018,7800,yes
1010,Lara,C02,30424,18112 Lane A,4/12/2018 23:13,4/14/2018 6:31 PM,26:29:35,95375,6.2,2275,14/04/2018,4770,yes
1011,Lara,B12,30424,18112 Lane A,4/12/2018 23:13,4/14/2018 6:31 PM,24:15:32,87332,2.8,2275,14/04/2018,4770,yes
1012,Lara,C03,MER24,18105 Mer,4/13/2018 12:08 AM,4/15/2018 11:37 AM,26:02:57,93777,6.4,2007,15/04/2018,8560,yes
1013,Lara,C04,MER24,18105 Mer,4/13/2018 12:08 AM,4/15/2018 11:43 AM,,0,6.2,2007,15/04/2018,8560,yes
1014,Lara,C05,MER24,18106 Mer,4/13/2018 12:08 AM,4/15/2018 12:05 PM,,0,5.9,3532,15/04/2018,8400,yes
1015,Lara,C09,MER24,18106 Mer,4/13/2018 12:08 AM,4/15/2018 12:31 PM,,0,3.7,2355,15/04/2018,2280,yes
1016,Lara,C06,MER24,18107 Mer,4/13/2018 12:08 AM,4/15/2018 12:11 PM,28:04:43,101083,5.6,3532,15/04/2018,8400,yes
1017,Lara,C10,MER24,18107 Mer,4/13/2018 12:08 AM,4/15/2018 12:42 PM,60:33:26,218006,5.6,2355,15/04/2018,2280,yes
1018,Vina,C07,61117,18113 Jacks,4/13/2018 2:07 AM,4/15/2018 5:28 PM,63:18:32,227912,5.5,2873,15/04/2018,8190,yes
1019,Vina,C08,61117,18113 Jacks,4/15/2018 5:38 PM,4/15/2018 5:38 PM,5:18:05,19085,2.7,2873,15/04/2018,8190,yes
1020,Vina,C11,61117,18114 Jacks,4/13/2018 2:07 AM,4/15/2018 5:50 PM,5:32:17,19937,5.2,2873,15/04/2018,8190,yes
1021,Vina,C12,61117,18114 Jacks,4/13/2018 2:07 AM,4/15/2018 5:53 PM,63:30:51,228651,5.8,3955,15/04/2018,4870,yes
1022,Vina,D12,61117,18114 Jacks,4/13/2018 2:07 AM,4/15/2018 5:56 PM,,0,3.7,3955,15/04/2018,4870,yes
1023,Chandler,D01,NT317,B6,4/13/2018 2:09 AM,4/15/2018 9:44 AM,23:19:15,83955,7.3,5323,15/04/2018,9960,yes
1024,Chandler,D02,NT317,B6,4/13/2018 2:09 AM,4/15/2018 9:44 AM,17:38:45,63525,6.2,5323,15/04/2018,9960,yes
1025,Chandler,D03,NT317,B6,4/13/2018 3:17 AM,4/15/2018 10:21 AM,17:00:19,61219,6.1,5577,15/04/2018,9680,yes
1026,Chandler,D04,NT317,B6,4/13/2018 3:17 AM,4/15/2018 10:21 AM,16:26:51,59211,6.2,5577,15/04/2018,9680,yes
1027,Chandler,D09,NT317,B6,4/13/2018 3:17 AM,4/15/2018 10:43 AM,55:24:39,199479,6.8,3075,15/04/2018,8710,yes
1028,Chandler,D10,NT317,B6,4/13/2018 3:39 AM,4/13/2018 3:43 AM,0:04:03,243,2.8,3075,15/04/2018,8710,yes
1029,Vina,D05,NT317,Resweep C + D,4/13/2018 4:23 AM,4/15/2018 2:34 PM,55:10:36,198636,5.2,2005,15/04/2018,10250,yes
1030,Vina,D06,NT317,Resweep C + D,4/13/2018 4:23 AM,4/15/2018 2:40 PM,55:10:36,198636,5.2,2005,15/04/2018,10250,yes
1031,Vina,D11,NT317,Resweep C + D,4/13/2018 4:23 AM,4/15/2018 3:04 PM,51:13:56,184436,5.2,2005,15/04/2018,10250,yes
1032,Ashley,F09,NUT22,Resweep,4/25/2018 4:32 PM,4/25/2018 4:33 PM,227:54:04,820444,4.8,3075,26/04/2018,1080,yes
1033,Chandler,D07,NT317,B7,4/13/2018 11:24 AM,4/15/2018 3:19 PM,1:00:04,3604,7.9,5095,15/04/2018,9950,yes
1034,Chandler,D08,NT317,B7,4/13/2018 11:49 AM,4/15/2018 10:40 AM,12:54:23,46463,4.1,3075,15/04/2018,8710,yes
1035,Chandler,F01,NT317,B7,4/13/2018 12:02 PM,4/15/2018 3:25 PM,51:18:03,184683,7.8,5095,15/04/2018,9950,yes
1036,Chandler,F02,NT317,B7,4/13/2018 1:51 PM,4/15/2018 10:49 AM,44:56:19,161779,6.8,5095,15/04/2018,9950,yes
1037,Chandler,F03,NT317,B7,4/13/2018 2:57 PM,4/15/2018 3:46 PM,1:05:49,3949,3.1,2080,15/04/2018,9030,yes
1038,Chandler,F04,NT317,B8,4/15/2018 3:52 PM,4/15/2018 3:52 PM,1:34:20,5660,7.5,2080,15/04/2018,9030,yes
1039,Chandler,F05,NT317,B8,4/15/2018 4:23 PM,4/15/2018 4:24 PM,,0,5.6,5333,15/04/2018,3720,yes
1040,Chandler,F06,NT317,B8,4/13/2018 2:59 PM,4/15/2018 4:31 PM,47:48:35,172115,5.6,5333,15/04/2018,3720,yes
1041,Chandler,F07,NUT17,B9 and A11,4/13/2018 4:01 PM,4/15/2018 4:42 PM,,0,6.1,5553,15/04/2018,10640,yes
1042,Chandler,F08,NUT17,B9 and A11,4/13/2018 4:01 PM,4/13/2018 4:58 PM,0:17:25,1045,3.1,5553,15/04/2018,10640,yes
1043,Chandler,J1,NUT17,B9 and A11,4/13/2018 5:15 PM,,,0,,,,,no
1044,Chandler,J2,NUT17,B9 and A11,4/13/2018 5:15 PM,,,0,,,,,no
1045,Chandler,J3,NUT17,B9 and A11,4/13/2018 5:15 PM,,,0,,,,,no
1046,Chandler,J1,NUT17,B10 and A11,4/13/2018 5:22 PM,4/16/2018 8:17 AM,7:29:14,26954,4.1,2353,16/04/2018,8580,yes
1047,Chandler,J2,NUT17,B10 and A11,4/13/2018 5:22 PM,4/16/2018 8:23 AM,7:23:17,26597,5.4,5390,16/04/2018,10260,yes
1048,Chandler,J3,NUT17,B10 and A11,4/13/2018 5:22 PM,4/16/2018 8:50 AM,7:35:57,27357,5.65,5390,16/04/2018,10260,yes
1049,Chandler,J4,NUT17,B10 and A11,4/13/2018 10:15 PM,4/16/2018 9:08 AM,7:14:38,26078,3.5,5530,16/04/2018,9790,yes
1050,Chandler,J5,NUT17,B10 and A11,4/13/2018 10:15 PM,4/16/2018 9:14 AM,1:30:37,5437,6.15,5530,16/04/2018,9790,yes
1051,Chandler,J6,NUT17,B10 and A11,4/13/2018 10:15 PM,4/16/2018 9:50 AM,13:12:36,47556,4.25,5205,16/04/2018,10270,yes
1052,Chandler,J7,NUT17,B9 and A11,4/13/2018 10:16 PM,4/16/2018 9:57 AM,14:51:34,53494,5.95,5205,16/04/2018,10270,yes
1053,Chandler,J8,NUT17,B9 and A11,4/13/2018 10:16 PM,4/16/2018 10:41 AM,11:22:36,40956,3.6,5377,16/04/2018,9790,yes
1054,Vina,J10,NT317,Resweep B + C + D,4/14/2018 12:55 AM,4/24/2018 4:18 PM,141:41:32,510092,3.4,5373,24/04/2018,10390,yes
1055,Vina,J9,NT317,Resweep B + C + D,4/14/2018 12:55 AM,4/24/2018 3:27 PM,141:41:32,510092,3.65,5373,24/04/2018,10390,yes
1056,Vina,I10,NT317,Resweep C + D,4/14/2018 1:04 AM,4/24/2018 4:42 PM,222:54:36,802476,3.6,2255,24/04/2018,9980,yes
1057,Lara,A04,30424,18128 Pump,4/17/2018 9:02 AM,4/17/2018 9:02 AM,,0,5.5,5390,17/04/2018,9190,yes
1058,Lara,A05,30424,18129 Pump,4/15/2018 3:16 AM,4/17/2018 9:04 AM,36:25:05,131105,4.8,5390,17/04/2018,9190,yes
1059,Lara,A09,30424,18129 Pump,4/15/2018 3:16 AM,4/17/2018 9:22 AM,33:00:51,118851,4.8,5533,17/04/2018,9210,yes
1060,Lara,B05,30424,18130 Pump,4/15/2018 3:16 AM,4/17/2018 9:26 AM,33:01:12,118872,4.6,5533,17/04/2018,9210,yes
1061,Lara,B11,30424,18130 Pump,4/15/2018 3:16 AM,4/17/2018 11:35 AM,56:18:36,202716,4.6,2550,17/04/2018,1450,yes
1062,Chandler,A06,NUT17,C17,4/15/2018 1:03 PM,4/16/2018 1:06 PM,9:44:15,35055,7.9,2755,16/04/2018,8800,yes
1063,Chandler,A07,NUT17,C17,4/15/2018 1:03 PM,4/16/2018 1:12 PM,10:02:29,36149,7.7,2755,16/04/2018,8800,yes
1064,Chandler,A08,NUT17,C17,4/15/2018 1:03 PM,4/16/2018 1:29 PM,6:59:46,25186,7.1,5377,16/04/2018,9610,yes
1065,Chandler,A10,NUT17,C18,4/15/2018 1:41 PM,4/16/2018 1:33 PM,8:11:35,29495,6.8,5377,16/04/2018,9610,yes
1066,Chandler,A11,NUT17,C18,4/15/2018 1:41 PM,4/16/2018 1:35 PM,8:12:55,29575,7.7,5377,16/04/2018,9610,yes
1067,Chandler,A12,NUT17,C18,4/15/2018 1:41 PM,4/16/2018 1:39 PM,7:58:04,28684,7.1,5377,16/04/2018,9610,yes
1068,Chandler,B03,NUT17,C18,4/15/2018 1:51 PM,4/16/2018 2:06 PM,7:00:57,25257,6.6,5500,16/04/2018,10420,yes
1069,Chandler,B04,NUT17,C18,4/15/2018 1:51 PM,4/16/2018 2:14 PM,6:43:56,24236,6.4,5500,16/04/2018,10420,yes
1070,Chandler,B06,NUT17,C18,4/15/2018 6:16 PM,4/16/2018 2:50 PM,12:45:47,45947,5.3,2755,16/04/2018,9110,yes
1071,Chandler,B12,NUT17,C18,4/15/2018 8:27 PM,,10:12:16,36736,,,,,no
1072,Chandler,B10,NUT17,C18,4/15/2018 8:27 PM,,10:28:18,37698,,,,,no
1073,Chandler,B09,NUT17,C18,4/15/2018 8:27 PM,,8:37:21,31041,,,,,no
1074,Chandler,B08,NUT17,C18,4/15/2018 8:27 PM,4/16/2018 3:10 PM,9:21:47,33707,6.2,2753,16/04/2018,8940,yes
1075,Chandler,B07,NUT17,C18,4/16/2018 2:59 PM,4/16/2018 3:00 PM,,0,6,2753,16/04/2018,8940,yes
1076,Chandler,B02,NUT17,C18,4/15/2018 8:27 PM,,13:13:31,47611,,,,,no
1077,Chandler,B01,NUT17,C20,4/16/2018 2:37 AM,4/16/2018 2:25 PM,,0,7.8,2755,16/04/2018,9110,yes
1078,Chandler,C01,NUT17,C20,4/16/2018 2:37 AM,4/17/2018 2:09 PM,15:46:37,56797,5.5,5355,17/04/2018,10380,yes
1079,Chandler,C02,NUT17,C20,4/16/2018 2:37 AM,4/17/2018 2:13 PM,12:03:53,43433,6.1,5355,17/04/2018,10380,yes
1080,Chandler,C03,NUT17,C20,4/16/2018 2:37 AM,4/17/2018 2:37 PM,12:47:47,46067,5.3,5339,17/04/2018,10400,yes
1081,Chandler,C09,NUT17,C20,4/16/2018 2:37 AM,4/17/2018 3:09 PM,36:32:05,131525,5.3,5339,17/04/2018,10400,yes
1082,Lara,C04,30424,18131 Pump,4/16/2018 3:19 AM,4/17/2018 9:58 AM,23:48:01,85681,5.8,2353,17/04/2018,8040,yes
1083,Lara,C06,30424,18131 Pump,4/16/2018 3:19 AM,4/17/2018 10:33 AM,23:39:25,85165,5.6,3338,17/04/2018,7790,yes
1084,Lara,C07,30424,18132 Pump,4/16/2018 3:19 AM,4/17/2018 10:38 AM,24:42:32,88952,5.7,3338,17/04/2018,7790,yes
1085,Lara,C10,30424,18133 Pump + 18134 Frey Sth,4/16/2018 3:19 AM,4/17/2018 11:05 AM,28:41:41,103301,5.9,3755,17/04/2018,7810,yes
1086,Lara,C08,30424,18133 Pump + 18134 Frey Sth,4/16/2018 3:19 AM,4/17/2018 11:00 AM,24:08:23,86903,5.6,3755,17/04/2018,7810,yes
1087,Lara,C11,30424,18135 Frey Sth,4/16/2018 3:20 AM,4/17/2018 11:08 AM,19:48:54,71334,5.9,3755,17/04/2018,7810,yes
1088,Lara,C12,30424,18135 Frey Sth,4/18/2018 7:16 AM,4/18/2018 7:18 AM,164:36:15,592575,2.9,3755,23/04/2018,6610,yes
1089,Lara,D01,30424,18132 Pump,4/17/2018 9:50 AM,4/17/2018 9:51 AM,,0,7.1,5533,17/04/2018,9210,yes
1090,Serr,B01,NUT21,D18 and E15,3/15/2019 2:55 PM,3/17/2019 4:28 PM,27:48:21,100101,1.5,3902,17/03/2019,9770,no
1091,Serr,B02,NUT21,D19 and E15,3/15/2019 3:45 PM,3/17/2019 4:32 PM,26:00:39,93639,2.1,3902,17/03/2019,9770,yes
1092,Serr,B03,NUT21,D19 and E15,3/15/2019 3:45 PM,3/17/2019 4:53 PM,26:07:42,94062,1.2,5357,17/03/2019,11170,no
1093,Serr,B04,NUT21,D19 and E15,3/15/2019 3:45 PM,3/17/2019 4:58 PM,26:07:44,94064,1.1,5357,17/03/2019,11170,no
1094,Serr,B05,NUT21,D19 and E15,3/15/2019 3:46 PM,3/17/2019 5:03 PM,26:17:18,94638,1.9,5357,17/03/2019,11170,no
1095,Serr,B06,NUT21,D19 and E15,3/15/2019 3:46 PM,3/17/2019 5:25 PM,26:31:27,95487,1.2,5220,17/03/2019,10670,no
1096,Serr,B07,NUT21,D20,3/15/2019 4:06 PM,3/17/2019 5:41 PM,26:52:05,96725,1.1,5220,17/03/2019,10670,no
1097,Serr,B08,NUT21,D20,3/15/2019 4:06 PM,3/17/2019 6:02 PM,27:02:10,97330,1.1,5582,17/03/2019,10490,no
1098,Serr,B09,NUT21,D20,3/15/2019 4:06 PM,3/17/2019 6:06 PM,26:57:08,97028,1.1,5582,17/03/2019,10490,no
1099,Serr,B10,NUT21,D21,3/15/2019 4:15 PM,3/17/2019 6:07 PM,26:47:14,96434,1.1,5582,17/03/2019,10490,no
1100,Serr,B11,NUT21,D21,3/15/2019 4:16 PM,3/18/2019 8:06 AM,27:06:23,97583,1.1,3227,18/03/2019,9400,no
1101,Serr,B12,NUT21,D21,3/15/2019 4:16 PM,3/18/2019 8:07 AM,26:52:51,96771,1.1,3227,18/03/2019,9400,no
1102,Serr,C01,NUT21,D21,3/15/2019 4:47 PM,3/18/2019 8:11 AM,25:31:14,91874,1.1,3227,18/03/2019,9400,no
1103,Serr,C02,NUT21,D21,3/15/2019 4:47 PM,3/18/2019 8:37 AM,24:39:15,88755,1.1,5577,18/03/2019,11150,no
1104,Serr,C03,NUT21,D21,3/15/2019 4:49 PM,3/18/2019 8:41 AM,24:55:01,89701,1.2,5577,18/03/2019,11150,no
1105,Serr,C04,NUT21,D22,3/15/2019 5:21 PM,3/18/2019 8:45 AM,24:24:32,87872,2.5,5577,18/03/2019,11150,yes
1106,Serr,C05,NUT21,D22,3/15/2019 5:23 PM,3/18/2019 9:05 AM,25:09:51,90591,1.2,2753,18/03/2019,7840,no
1107,Serr,C09,NUT21,D22,3/15/2019 5:40 PM,3/18/2019 9:09 AM,63:28:08,228488,1.1,2753,18/03/2019,7840,no
1108,Tulare,C06,NT317,A1 and A2,3/15/2019 6:35 PM,3/18/2019 9:25 AM,47:35:59,171359,1.2,2255,18/03/2019,8050,no
1109,Tulare,C07,NT317,A1 and A2,3/15/2019 6:35 PM,3/18/2019 9:29 AM,46:27:09,167229,1.2,2255,18/03/2019,8050,no
1110,Tulare,C08,NT317,A1 and A2,3/16/2019 12:22 PM,3/18/2019 10:04 AM,31:20:49,112849,1.2,2358,18/03/2019,8310,no
1111,Tulare,C10,NT317,A1 and A2,3/16/2019 12:22 PM,3/18/2019 4:29 PM,34:22:39,123759,1.1,2073,18/03/2019,8220,no
1112,Tulare,C11,NT317,A1 and A2,3/16/2019 12:23 PM,3/18/2019 4:27 PM,30:54:06,111246,1.1,2073,18/03/2019,8220,no
1113,Tulare,C12,NT317,A1 and A2,3/16/2019 12:23 PM,3/18/2019 4:32 PM,30:18:51,109131,1.1,2073,18/03/2019,8220,no
1114,Tulare,D01,NT317,A1 and A2,3/16/2019 12:23 PM,3/18/2019 10:08 AM,29:18:48,105528,1.3,2358,18/03/2019,8310,no
1115,Tulare,D02,NT317,A1 and A2,3/16/2019 12:23 PM,3/18/2019 10:28 AM,21:57:34,79054,1.1,3952,18/03/2019,8320,no
1116,Tulare,D03,NT317,A1 and A2,3/16/2019 12:26 PM,3/18/2019 10:32 AM,21:28:00,77280,1.1,3952,18/03/2019,8320,no
1117,Tulare,D04,NT317,A1 and A2,3/16/2019 1:54 PM,3/18/2019 10:35 AM,24:27:23,88043,1.4,3952,18/03/2019,8320,no
1118,Tulare,D05,NT317,A1 and A2,3/16/2019 1:55 PM,3/18/2019 10:51 AM,24:31:49,88309,1.2,3308,18/03/2019,7700,no
1119,Tulare,D06,NT317,A1 and A2,3/16/2019 1:55 PM,3/18/2019 10:55 AM,23:16:15,83775,1.2,3308,18/03/2019,7700,no
1120,Tulare,D07,NT317,A1 and A2,3/16/2019 1:55 PM,3/18/2019 5:07 PM,40:17:45,145065,1.3,5253,18/03/2019,8400,no
1121,Tulare,D08,NT317,A1 and A2,3/16/2019 1:57 PM,3/18/2019 11:24 AM,24:26:57,88017,1.1,3358,18/03/2019,7020,no
1122,Tulare,D09,NT317,A1 and A2,3/16/2019 2:57 PM,3/18/2019 5:03 PM,50:02:05,180125,1.1,5253,18/03/2019,8400,no
1123,Tulare,D10,NT317,A1 and A2,3/16/2019 2:57 PM,3/18/2019 5:03 PM,50:02:05,180125,1,5253,18/03/2019,8400,no
1124,Tulare,D11,NT317,A1 and A2,3/16/2019 2:57 PM,3/18/2019 4:38 PM,50:02:37,180157,0.9,5253,18/03/2019,8400,no
1125,Tulare,D12,NT317,A1 and A2,3/16/2019 2:57 PM,3/18/2019 4:35 PM,27:06:47,97607,0.9,2073,18/03/2019,8220,no
1126,Tulare,E01,NT317,A1 and A2,3/16/2019 2:57 PM,3/18/2019 11:26 AM,16:37:45,59865,1.2,3358,18/03/2019,7020,no
1127,Vina,E02,NT317,C10,3/16/2019 4:20 PM,3/18/2019 11:50 AM,25:57:42,93462,1.1,2775,18/03/2019,9740,no
1128,Vina,E05,NT317,C10,3/16/2019 4:20 PM,3/18/2019 12:16 PM,24:16:08,87368,1.1,5203,18/03/2019,10900,no
1129,Vina,E06,NT317,D10,3/16/2019 4:21 PM,3/18/2019 12:21 PM,23:18:38,83918,1.2,5203,18/03/2019,10900,no
1130,Vina,E07,NT317,D10,3/16/2019 4:21 PM,3/18/2019 1:11 PM,17:53:58,64438,1,3782,18/03/2019,9150,no
1131,Vina,E08,NT317,D10,3/16/2019 4:21 PM,3/18/2019 1:16 PM,19:09:24,68964,2.3,3782,18/03/2019,9150,yes
1132,Vina,E09,NT317,C9,3/16/2019 4:36 PM,3/18/2019 1:35 PM,19:17:23,69443,1,5553,18/03/2019,10770,no
1133,Vina,E10,NT317,C9,3/16/2019 4:36 PM,3/18/2019 1:39 PM,27:15:30,98130,1.2,5553,18/03/2019,10770,no
1134,Vina,E11,NT317,C9,3/16/2019 4:36 PM,3/18/2019 1:39 PM,29:01:46,104506,1.1,5553,18/03/2019,10770,no
1135,Vina,E12,NT317,C9,3/16/2019 4:36 PM,3/18/2019 1:44 PM,27:52:16,100336,1.1,5553,18/03/2019,10770,no
1136,Vina,F01,NT317,C9,3/16/2019 4:36 PM,3/18/2019 1:47 PM,30:11:46,108706,1.2,5553,18/03/2019,10770,no
1137,Vina,F02,NT317,C9,3/18/2019 2:24 PM,3/18/2019 2:24 PM,28:12:34,101554,1.1,5530,18/03/2019,11120,no
1138,Vina,F03,NT317,C9,3/18/2019 2:31 PM,3/18/2019 2:31 PM,21:44:01,78241,1.2,5530,18/03/2019,11120,no
1139,Vina,F04,NT317,C8,3/16/2019 5:36 PM,3/18/2019 2:51 PM,20:10:59,72659,3.9,5530,18/03/2019,11120,yes
1140,Vina,F05,NT317,C8,3/16/2019 5:36 PM,3/18/2019 2:57 PM,17:10:41,61841,1.2,3732,18/03/2019,9530,no
1141,Vina,F06,NT317,C8,3/16/2019 6:19 PM,3/17/2019 9:29 AM,0:13:35,815,1.3,3732,18/03/2019,9530,no
1142,Vina,F07,NT317,C7,3/18/2019 3:25 PM,3/18/2019 3:25 PM,17:45:22,63922,1.1,3093,18/03/2019,9440,no
1143,Vina,F08,NT317,C7,3/17/2019 2:02 PM,3/18/2019 3:25 PM,18:00:07,64807,1.1,3093,18/03/2019,9440,no
1144,Vina,F09,NT317,C7,3/18/2019 3:49 PM,3/18/2019 3:49 PM,22:15:54,80154,1.4,2585,18/03/2019,9570,no
1145,Vina,F10,NT317,C7,3/17/2019 2:02 PM,3/18/2019 3:46 PM,22:12:58,79978,1.4,2585,18/03/2019,9570,no
1146,Vina,F11,NT317,C7,3/17/2019 2:02 PM,3/18/2019 3:50 PM,22:07:35,79655,1.4,2585,18/03/2019,9570,no
