i,Variety,BinName,Grower,Block,FilledTime,EmptiedTime,ElapsedTime,ElapsedSeconds,EndMoisture,Buyer,ShippedOn,CertWgt,Acceptable
692,Lara,A03,NT224,E6,3/25/2018 2:10 PM,3/27/2018 12:58 PM,46:41:57,168117,7.4,2528,27/03/2018,9020,yes
693,Lara,A04,NT224,E6,3/25/2018 3:37 PM,3/27/2018 1:20 PM,1:21:50,4910,4.4,3952,27/03/2018,8970,yes
694,Lara,A05,NT224,E6,3/25/2018 3:37 PM,3/27/2018 1:26 PM,1:43:49,6229,7.6,3952,27/03/2018,8970,yes
695,Lara,A06,NT224,E6,3/25/2018 3:38 PM,3/27/2018 1:43 PM,1:50:02,6602,3.7,3337,27/03/2018,9120,yes
696,Lara,A07,NT224,E6,3/25/2018 4:06 PM,3/27/2018 1:50 PM,2:09:24,7764,7.3,3337,27/03/2018,9120,yes
697,Lara,A08,NT224,E6,3/25/2018 5:32 PM,3/27/2018 2:10 PM,2:13:21,8001,2.9,3335,27/03/2018,8400,yes
698,Lara,A09,NT224,E6,3/25/2018 5:32 PM,3/27/2018 2:18 PM,2:41:44,9704,6.4,3335,27/03/2018,8400,yes
699,Lara,A10,NT224,E6,3/25/2018 5:32 PM,3/27/2018 2:22 PM,2:41:44,9704,7.3,3335,27/03/2018,8400,yes
700,Lara,A11,NT224,E6,3/25/2018 5:32 PM,3/27/2018 2:25 PM,2:43:58,9838,,,,,no
701,Lara,B05,30424,1813 Spring,3/25/2018 11:59 PM,3/27/2018 11:46 PM,15:22:13,55333,3.2,5535,28/03/2018,7960,yes
702,Lara,B08,30424,1813 Spring,3/27/2018 9:29 AM,3/27/2018 9:29 AM,,0,6.7,3353,27/03/2018,6850,yes
703,Lara,B11,30424,1814 Spring,3/25/2018 11:59 PM,3/27/2018 9:58 AM,1:07:15,4035,6.2,5599,27/03/2018,8110,yes
704,Lara,B12,30424,1814 Spring,3/25/2018 11:59 PM,3/27/2018 11:40 PM,47:40:36,171636,2.8,5535,28/03/2018,7960,yes
705,Lara,C03,30424,1814 Spring,3/25/2018 11:59 PM,3/27/2018 11:54 PM,42:03:18,151398,6.2,5535,28/03/2018,7960,yes
706,Lara,D03,30424,1815 Spring,3/27/2018 10:07 AM,3/27/2018 10:08 AM,0:00:22,22,7,5599,27/03/2018,8110,yes
707,Lara,D04,30424,1815 Spring,3/25/2018 11:59 PM,3/27/2018 10:13 AM,29:51:46,107506,6.3,5599,27/03/2018,8110,yes
708,Lara,F01,30424,1816 Lane A,3/26/2018 12:00 AM,3/27/2018 11:37 AM,35:02:05,126125,6,5585,27/03/2018,6720,yes
709,Lara,F06,30424,1817 Lane A,3/26/2018 12:00 AM,3/27/2018 11:03 AM,3:12:59,11579,5.3,3555,27/03/2018,6560,yes
710,Lara,F07,30424,1818 Lane A,3/27/2018 11:14 AM,3/27/2018 11:14 AM,3:33:23,12803,8.2,3555,27/03/2018,6560,yes
711,Lara,F12,30424,1818 Lane A,3/26/2018 12:00 AM,3/27/2018 11:44 AM,0:01:19,79,6.2,5585,27/03/2018,6720,yes
712,Lara,C10,30424,1817 Lane A,3/26/2018 12:00 AM,3/27/2018 11:59 AM,35:58:46,129526,6.2,5585,27/03/2018,6720,yes
713,Lara,D01,NT224,E6,3/26/2018 3:10 PM,3/28/2018 1:48 AM,33:22:30,120150,7.8,2528,28/03/2018,9100,yes
714,Lara,D02,NT224,E6,3/28/2018 3:27 AM,3/28/2018 2:40 AM,11:44:28,42268,3.4,5323,28/03/2018,11220,yes
715,Lara,D05,NT224,E4,3/28/2018 3:44 AM,3/28/2018 2:45 AM,,0,7.6,5323,28/03/2018,11220,yes
716,Lara,D06,NT224,E4,3/26/2018 3:48 PM,3/28/2018 2:50 AM,1:25:13,5113,7.7,5323,28/03/2018,11220,yes
717,Lara,D07,NT224,E4,3/26/2018 4:00 PM,3/28/2018 3:55 AM,31:53:30,114810,7.6,3825,28/03/2018,9290,yes
718,Lara,D08,NT224,E4,3/26/2018 5:12 PM,3/28/2018 4:10 AM,30:38:13,110293,3.2,3825,28/03/2018,9290,yes
719,Lara,D09,NT224,E4,3/26/2018 5:12 PM,3/28/2018 8:16 AM,1:22:11,4931,3.2,3335,28/03/2018,8910,yes
720,Lara,D10,NT224,E4,3/26/2018 5:12 PM,3/28/2018 8:17 AM,28:59:18,104358,3.8,3335,28/03/2018,8910,yes
721,Lara,D11,NT224,E4,3/26/2018 6:21 PM,3/28/2018 8:22 AM,1:20:24,4824,7.1,3335,28/03/2018,8910,yes
722,Lara,D12,NT224,E4,3/26/2018 7:22 PM,3/28/2018 8:27 AM,27:10:42,97842,7.4,3335,28/03/2018,8910,yes
723,Lara,C01,NT224,E4,3/26/2018 7:42 PM,3/28/2018 10:37 AM,37:08:02,133682,11.4,3353,28/03/2018,9080,yes
724,Lara,C02,NT224,E4,3/28/2018 9:01 AM,3/28/2018 9:02 AM,,0,8.3,3082,28/03/2018,9390,yes
725,Lara,C04,NT224,E3,3/26/2018 11:41 PM,3/28/2018 9:04 AM,31:20:30,112830,7.6,3082,28/03/2018,9390,yes
726,Lara,C05,NT224,E3,3/26/2018 11:41 PM,3/28/2018 9:24 AM,0:38:11,2291,6.2,5528,28/03/2018,8450,yes
727,Lara,C06,NT224,E3,3/26/2018 11:41 PM,3/28/2018 9:31 AM,0:53:37,3217,2.5,5528,28/03/2018,8450,yes
728,Lara,C07,NT224,E3,3/26/2018 11:41 PM,3/28/2018 10:43 AM,1:15:08,4508,7.8,3353,28/03/2018,9080,yes
729,Lara,C08,NT224,E3,3/28/2018 1:21 PM,3/28/2018 1:22 PM,,0,28.7,3308,28/03/2018,9400,no
730,Lara,C09,NT224,E3,3/26/2018 11:41 PM,3/28/2018 11:01 AM,0:02:41,161,3.1,3082,28/03/2018,8990,yes
731,Lara,C11,NT224,E3,3/26/2018 11:41 PM,3/28/2018 11:05 AM,0:02:41,161,7.3,3082,28/03/2018,8990,yes
732,Lara,C12,NT224,E3,3/26/2018 11:41 PM,3/28/2018 11:08 AM,0:02:41,161,7.7,3082,28/03/2018,8990,yes
733,Lara,E01,NT224,E3,3/29/2018 3:51 PM,3/29/2018 3:51 PM,23:42:54,85374,12.7,2550,29/03/2018,9170,no
734,Lara,E02,NT224,E3,3/27/2018 1:32 AM,3/28/2018 2:42 PM,36:26:05,131165,7.9,3308,28/03/2018,9400,yes
735,Lara,E03,NT224,E3,3/27/2018 1:32 AM,3/28/2018 3:15 PM,35:20:36,127236,7.5,2558,28/03/2018,9480,yes
736,Lara,E04,NT224,E5,3/27/2018 2:45 AM,,,0,,,,,no
737,Lara,E05,NT224,E5,3/27/2018 2:45 AM,,,0,,,,,no
738,Lara,E06,NT224,E5,3/27/2018 2:45 AM,,,0,,,,,no
739,Lara,E07,NT224,E5,3/27/2018 2:51 AM,,,0,,,,,no
740,Lara,E04,NT224,E5,3/27/2018 3:27 AM,3/28/2018 3:21 PM,34:20:00,123600,7.7,2558,28/03/2018,9480,yes
741,Lara,E05,NT224,E5,3/27/2018 3:27 AM,3/28/2018 3:59 PM,34:49:37,125377,7.4,2995,28/03/2018,8970,yes
742,Lara,E06,NT224,E5,3/28/2018 4:09 PM,3/28/2018 4:09 PM,,0,7,2995,28/03/2018,8970,yes
743,Lara,E07,NT224,E5,3/27/2018 3:27 AM,3/29/2018 3:53 PM,52:41:40,189700,6.3,2550,29/03/2018,9170,yes
744,Lara,E08,NT224,E5,3/27/2018 1:28 PM,3/29/2018 4:18 PM,4:05:06,14706,4.7,2355,29/03/2018,8980,yes
745,Lara,E09,NT224,E5,3/27/2018 1:28 PM,3/29/2018 4:22 PM,29:10:21,105021,7,2355,29/03/2018,8980,yes
746,Lara,E10,NT224,E5,3/27/2018 1:28 PM,3/29/2018 4:25 PM,29:56:06,107766,7.2,2355,29/03/2018,8980,yes
747,Lara,E11,NT224,E5,3/27/2018 1:28 PM,3/29/2018 4:49 PM,29:20:04,105604,6.6,3338,29/03/2018,8920,yes
748,Lara,E12,NT224,E5,3/27/2018 1:28 PM,3/29/2018 4:53 PM,28:54:22,104062,7.1,3338,29/03/2018,8920,yes
749,Lara,F02,NT224,E5,3/27/2018 1:28 PM,3/30/2018 8:15 AM,19:22:40,69760,3.5,5535,30/03/2018,10190,yes
750,Lara,F03,NT224,E5,3/28/2018 4:49 PM,3/28/2018 4:50 PM,,0,9.3,2797,28/03/2018,8690,yes
751,Lara,F04,NT224,E5,3/27/2018 1:28 PM,3/28/2018 9:30 PM,41:26:30,149190,2.4,5535,30/03/2018,10190,yes
752,Lara,F09,NT224,E6,3/27/2018 1:52 PM,3/27/2018 2:37 PM,0:45:42,2742,2.4,3335,27/03/2018,8400,yes
753,Lara,F01,NT224,E2 and E1,3/30/2018 8:14 AM,3/30/2018 8:14 AM,0:00:26,26,12.8,5535,30/03/2018,10190,no
754,Lara,F05,NT224,E2 and E1,3/27/2018 3:09 PM,3/28/2018 2:35 PM,1:22:01,4921,6.7,3308,28/03/2018,9400,yes
755,Lara,F06,NT224,E2 and E1,3/27/2018 3:09 PM,3/30/2018 8:43 AM,29:01:19,104479,3.3,3095,30/03/2018,6520,yes
756,Lara,F07,NT224,E2 and E1,3/27/2018 3:09 PM,3/30/2018 8:50 AM,20:08:38,72518,3.3,3823,2/04/2018,3360,yes
757,Lara,F08,NT224,E2 and E1,3/27/2018 3:09 PM,3/29/2018 5:23 PM,20:08:38,72518,3.2,3338,29/03/2018,6110,yes
758,Lara,F09,NT224,E2 and E1,3/27/2018 3:54 PM,3/29/2018 5:20 PM,23:53:14,85994,3.2,3338,29/03/2018,6110,yes
759,Lara,F10,NT224,E2 and E1,3/27/2018 3:54 PM,3/29/2018 4:56 PM,24:06:14,86774,6.1,3338,29/03/2018,8920,yes
760,Howard,H6,NT218,G1,4/03/2018 23:57,4/08/2018 11:23,22:15:28,80128,5.55,5735,8/04/2018,10690,yes
761,Howard,H7,NT218,G1,4/03/2018 23:57,4/08/2018 11:04,22:15:28,80128,4.2,3085,8/04/2018,9210,yes
762,Howard,H8,NT218,G1,4/03/2018 23:57,4/08/2018 10:50,0:39:53,2393,4.65,3085,8/04/2018,9210,yes
763,Howard,H9,NT218,G1,4/03/2018 23:57,4/08/2018 10:31,0:40:20,2420,4.8,2357,8/04/2018,8880,yes
764,Howard,H10,NT218,G1,4/03/2018 23:57,4/08/2018 10:07,28:02:40,100960,4.1,2357,8/04/2018,8880,yes
765,Vina,C04,61117,1851 Poppy East,4/04/2018 4:30,4/05/2018 8:27,18:44:00,67440,6.1,5573,5/04/2018,10410,yes
766,Vina,C05,61117,1851 Poppy East,4/04/2018 4:30,4/05/2018 8:32,26:38:25,95905,3.1,5573,5/04/2018,10410,yes
767,Vina,C06,61117,1852 Poppy East,4/04/2018 4:30,4/05/2018 9:01,19:01:47,68507,2.6,5555,5/04/2018,9920,yes
768,Vina,C07,61117,1852 Poppy East,4/04/2018 4:30,4/05/2018 9:08,18:21:59,66119,6.3,5555,5/04/2018,9920,yes
769,Vina,C08,61117,1853 Poppy East + 1854 Barn,4/04/2018 4:30,4/05/2018 9:15,16:42:37,60157,6.4,5555,5/04/2018,9920,yes
770,Vina,C09,61117,1853 Poppy East + 1854 Barn,4/04/2018 4:30,4/05/2018 10:07,0:06:43,403,6.4,2255,5/04/2018,8430,yes
771,Vina,B05,61117,1855 Barn,4/04/2018 4:31,4/05/2018 17:46,12:09:11,43751,2.8,3952,5/04/2018,8300,yes
772,Vina,B06,61117,1855 Barn,4/04/2018 4:31,4/05/2018 11:13,21:30:02,77402,3.2,3532,5/04/2018,7040,yes
773,Vina,B07,61117,1856 Barn,4/04/2018 4:31,4/05/2018 11:20,17:55:49,64549,6.3,3532,5/04/2018,7040,yes
774,Vina,B09,61117,1856 Barn,4/04/2018 4:31,4/05/2018 18:11,16:10:18,58218,4.5,3308,5/04/2018,5560,yes
775,Vina,A03,61117,1857 Barn,4/05/2018 17:43,4/05/2018 17:44,,0,3.4,3952,5/04/2018,8300,yes
776,Vina,E01,61117,1857 Barn,4/04/2018 4:31,4/05/2018 10:12,15:53:50,57230,5.1,2255,5/04/2018,8430,yes
777,Vina,E02,61117,1858 Barn,4/04/2018 17:19,4/04/2018 17:20,1:31:37,5497,9.5,3950,4/04/2018,6800,yes
778,Vina,E10,61117,1858 Barn,4/04/2018 4:31,4/05/2018 18:15,10:29:28,37768,4.4,3308,5/04/2018,5560,yes
779,Vina,E03,61117,1859 Barn,4/04/2018 4:32,4/05/2018 10:43,3:43:35,13415,3.2,2358,5/04/2018,8300,yes
780,Vina,D12,61117,1859 Barn,4/04/2018 4:32,4/05/2018 18:07,34:22:05,123725,3.1,3308,5/04/2018,5560,yes
781,Vina,F01,61117,1860 Barn,4/04/2018 4:32,4/04/2018 16:19,1:19:11,4751,6,3533,4/04/2018,8480,yes
782,Vina,F02,61117,1860 Barn,4/05/2018 10:55,4/05/2018 10:55,0:00:25,25,19.5,2358,5/04/2018,8300,no
783,Vina,F03,61117,1860 Barn,4/04/2018 15:58,4/04/2018 16:04,0:20:32,1232,2.4,2235,4/04/2018,8480,yes
784,Howard,E04,NT218,F1,4/05/2018 15:29,4/05/2018 15:29,0:00:27,27,17.1,2229,5/04/2018,9280,no
785,Howard,E05,NT218,F1,4/04/2018 11:43,4/05/2018 15:32,0:39:07,2347,3.2,2229,5/04/2018,9280,yes
786,Howard,E06,NT218,F1,4/04/2018 11:44,4/05/2018 15:54,0:14:14,854,7.9,2755,5/04/2018,9520,yes
787,Howard,E07,NT218,F1,4/04/2018 11:44,4/05/2018 16:01,0:20:38,1238,2.5,2755,5/04/2018,9520,yes
788,Howard,E08,NT218,F1,4/04/2018 13:24,4/05/2018 16:24,26:36:40,95800,6.5,3837,5/04/2018,9020,yes
789,Serr,E11,NUT21,Resweep,4/04/2018 13:37,4/12/2018 11:32,144:36:33,520593,3.3,3895,12/04/2018,2850,yes
790,Howard,F04,NT218,F1,4/04/2018 15:10,4/05/2018 14:11,0:11:39,699,4.9,2755,5/04/2018,9350,yes
791,Howard,F05,NT218,F1,4/04/2018 15:10,4/05/2018 13:34,2:24:06,8646,6.2,2873,5/04/2018,9330,yes
792,Howard,F06,NT218,F1,4/04/2018 15:10,4/05/2018 13:41,2:35:20,9320,6.8,2873,5/04/2018,9330,yes
793,Howard,F07,NT218,F2,4/05/2018 16:36,4/05/2018 16:36,5:30:43,19843,18.5,3837,5/04/2018,9020,no
794,Howard,F08,NT218,F2,4/05/2018 14:06,4/05/2018 14:07,2:52:46,10366,14.4,2755,5/04/2018,9350,no
795,Howard,F09,NT218,F2,4/04/2018 16:30,4/05/2018 17:07,24:34:42,88482,5.7,5525,5/04/2018,8960,yes
796,Howard,F10,NT218,F2,4/04/2018 16:30,4/05/2018 17:10,0:14:49,889,5.9,5525,5/04/2018,8960,yes
797,Howard,F11,NT218,F2,4/04/2018 16:30,4/05/2018 17:14,0:14:51,891,4.6,5525,5/04/2018,8960,yes
798,Howard,F12,NT218,F2,4/04/2018 16:30,4/05/2018 17:18,0:14:23,863,6.5,5525,5/04/2018,8960,yes
799,Howard,E09,NT218,F2,4/04/2018 16:30,4/06/2018 10:51,0:03:06,186,6.4,5323,6/04/2018,9660,yes
800,Howard,E12,NT218,F2,4/06/2018 10:58,4/06/2018 10:58,0:03:06,186,19.6,5323,6/04/2018,9660,no
801,Howard,F01,NT218,F2,4/04/2018 17:45,4/05/2018 18:39,24:47:30,89250,5.7,2753,5/04/2018,8500,yes
802,Howard,F03,NT218,F2,4/04/2018 17:45,4/05/2018 18:45,24:48:49,89329,6.5,2753,5/04/2018,8500,yes
803,Howard,D09,NT218,F2,4/04/2018 17:45,4/06/2018 13:58,36:04:12,129852,6.7,3825,6/04/2018,5430,yes
804,Howard,D10,NT218,F2,4/05/2018 19:37,4/05/2018 19:46,25:14:22,90862,2.6,3825,6/04/2018,5430,yes
805,Howard,G1,NT218,F3,4/04/2018 23:21,4/10/2018 15:48,25:19:41,91181,4.8,3335,10/04/2018,8810,yes
806,Howard,G2,NT218,F3,4/04/2018 23:21,4/11/2018 8:10,25:20:08,91208,4.6,2352,11/04/2018,8510,yes
807,Howard,G3,NT218,F3,4/04/2018 23:21,4/11/2018 8:30,25:20:08,91208,5.05,2352,11/04/2018,8510,yes
808,Howard,G4,NT218,F3,4/04/2018 23:21,4/11/2018 9:01,25:20:08,91208,3.1,3093,11/04/2018,8820,yes
809,Howard,G5,NT218,F3,4/04/2018 23:21,4/11/2018 9:25,89:34:09,322449,3.1,2753,11/04/2018,9050,yes
810,Howard,G6,NT218,F3,4/04/2018 23:21,4/11/2018 9:42,89:34:09,322449,4.7,2753,11/04/2018,9050,yes
811,Howard,G7,NT218,F3,4/04/2018 23:21,4/11/2018 10:13,89:34:09,322449,4.3,3895,11/04/2018,8730,yes
812,Howard,G8,NT218,F3,4/11/2018 11:10,4/11/2018 11:11,92:02:23,331343,4.8,2539,11/04/2018,8740,yes
813,Vina,A01,61117,1862 Barn,4/05/2018 5:58,4/06/2018 1:26,17:20:41,62441,6.2,5203,6/04/2018,10500,yes
814,Vina,A02,61117,1862 Barn,4/05/2018 5:58,4/06/2018 1:30,18:34:20,66860,6.4,5203,6/04/2018,10500,yes
815,Vina,A04,61117,1866 Barn,4/05/2018 5:58,4/06/2018 18:21,18:56:31,68191,5,5353,6/04/2018,9680,yes
816,Vina,A05,61117,1866 Barn,4/05/2018 5:58,4/06/2018 18:41,26:56:19,96979,5.5,3993,6/04/2018,8120,yes
817,Vina,A06,61117,1872 Silo,4/05/2018 5:59,4/06/2018 18:46,27:05:22,97522,3.2,3993,6/04/2018,8120,yes
818,Vina,A07,61117,1872 Silo,4/05/2018 5:59,4/07/2018 1:05,20:49:46,74986,5.6,2775,7/04/2018,8200,yes
819,Vina,B01,61117,1871 Silo,4/05/2018 5:59,4/06/2018 17:55,20:13:39,72819,4.9,5353,6/04/2018,9680,yes
820,Vina,B02,61117,1871 Silo,4/05/2018 5:59,4/06/2018 1:35,17:45:51,63951,6.3,5203,6/04/2018,10500,yes
821,Vina,B03,61117,1865 Barn,4/05/2018 5:59,4/06/2018 2:31,16:41:27,60087,6.1,2052,6/04/2018,8200,yes
822,Vina,B04,61117,1865 Barn,4/05/2018 5:59,4/06/2018 18:15,15:56:48,57408,4.3,5353,6/04/2018,9680,yes
823,Vina,B08,61117,1861 Barn,4/06/2018 2:44,4/06/2018 2:49,,0,2.5,2052,6/04/2018,8200,yes
824,Vina,B10,61117,1861 Barn,4/05/2018 6:00,4/09/2018 8:44,22:07:52,79672,2.8,3505,9/04/2018,8740,yes
825,Vina,B11,61117,1863 Barn,4/05/2018 6:01,4/07/2018 1:09,21:26:19,77179,4.9,2775,7/04/2018,8200,yes
826,Vina,C01,61117,1863 Barn,4/06/2018 17:24,4/06/2018 17:24,,0,4.5,5523,6/04/2018,9310,yes
827,Vina,C02,61117,1870 Silo,4/05/2018 6:01,4/06/2018 17:26,3:16:38,11798,6.3,5523,6/04/2018,9310,yes
828,Vina,B12,61117,1870 Silo,4/05/2018 6:01,4/07/2018 1:12,19:56:51,71811,5,2775,7/04/2018,8200,yes
829,Vina,C03,61117,1867 Golf,4/05/2018 6:01,4/06/2018 17:44,1:38:23,5903,3.1,2597,6/04/2018,8340,yes
830,Vina,C10,61117,1867 Golf,4/05/2018 6:01,4/06/2018 17:48,2:42:57,9777,6.1,2597,6/04/2018,8340,yes
831,Vina,D01,61117,Silo,4/06/2018 14:42,4/06/2018 14:21,2:27:05,8825,6.7,5335,6/04/2018,9850,yes
832,Vina,C11,61117,Silo,4/05/2018 6:02,4/06/2018 17:51,2:42:57,9777,5,2597,6/04/2018,8340,yes
833,Vina,D02,61117,1864 Barn,4/06/2018 14:31,4/06/2018 14:31,,0,6.2,5335,6/04/2018,9850,yes
834,Vina,D03,61117,1864 Barn,4/05/2018 6:02,4/06/2018 14:31,29:12:43,105163,3.2,5335,6/04/2018,9850,yes
835,Vina,D04,61117,1869 Silo,4/06/2018 15:01,4/06/2018 15:01,0:00:26,26,12.3,3205,6/04/2018,7110,no
836,Vina,D05,61117,1869 Silo,4/06/2018 15:02,4/06/2018 15:02,0:00:26,26,3.6,3205,6/04/2018,7110,yes
837,Howard,C04,NT218,F4,4/07/2018 5:46,4/07/2018 5:12,0:00:26,26,6.4,3523,7/04/2018,9300,yes
838,Howard,C05,NT218,F4,4/05/2018 11:37,4/07/2018 5:17,17:55:32,64532,5.2,3523,7/04/2018,9300,yes
839,Howard,C06,NT218,F4,4/05/2018 11:37,4/07/2018 6:01,18:00:44,64844,6.7,2002,7/04/2018,9300,yes
840,Howard,C07,NT218,F4,4/05/2018 11:39,4/07/2018 6:05,19:16:31,69391,6.4,2002,7/04/2018,9300,yes
841,Howard,C08,NT218,F4,4/05/2018 12:19,4/07/2018 9:40,0:00:26,26,6.9,2002,7/04/2018,8390,yes
842,Howard,C09,NT218,F4,4/05/2018 12:19,4/07/2018 9:43,6:41:56,24116,5.7,2002,7/04/2018,8390,yes
843,Serr,A11,NUT21,Resweep,4/05/2018 14:20,4/10/2018 10:12,94:31:24,340284,3.2,3593,10/04/2018,8780,yes
844,Serr,A12,NUT21,Resweep,4/05/2018 14:20,4/12/2018 11:41,161:07:10,580030,3.3,3895,12/04/2018,2850,yes
845,Howard,D06,NT218,F4,4/05/2018 14:27,4/06/2018 13:27,14:32:50,52370,6.2,2597,6/04/2018,9180,yes
846,Howard,D07,NT218,F4,4/06/2018 7:08,4/06/2018 7:12,20:11:38,72698,2.6,2597,6/04/2018,9180,yes
847,Howard,D08,NT218,F5,4/05/2018 18:14,4/06/2018 13:36,10:24:07,37447,6.4,3825,6/04/2018,5430,yes
848,Howard,E01,NT218,F5,4/05/2018 18:14,4/06/2018 8:28,13:11:01,47461,6.7,3222,6/04/2018,9150,yes
849,Howard,E02,NT218,F5,4/06/2018 8:38,4/06/2018 8:38,0:00:27,27,8.2,3222,6/04/2018,9150,yes
850,Howard,E03,NT218,F5,4/05/2018 18:14,4/06/2018 9:03,10:16:40,37000,5.3,3085,6/04/2018,8320,yes
851,Howard,E04,NT218,F5,4/05/2018 18:14,4/06/2018 9:08,10:56:08,39368,6.8,3085,6/04/2018,8320,yes
852,Howard,E05,NT218,F5,4/05/2018 18:14,4/06/2018 9:58,12:25:07,44707,6.7,5523,6/04/2018,10620,yes
853,Howard,E06,NT218,F5,4/05/2018 18:14,4/06/2018 10:03,12:40:38,45638,6.5,5523,6/04/2018,10620,yes
854,Howard,E07,NT218,F5,4/05/2018 18:14,4/06/2018 10:43,12:33:33,45213,2.6,5323,6/04/2018,9660,yes
855,Howard,E08,NT218,F5,4/05/2018 18:14,4/06/2018 10:47,12:36:00,45360,2.6,5323,6/04/2018,9660,yes
856,Howard,G9,NT218,F6,4/05/2018 21:56,4/11/2018 11:11,133:09:22,479362,6.65,2539,11/04/2018,8740,yes
857,Howard,G10,NT218,F6,4/05/2018 21:56,4/11/2018 11:38,133:20:56,480056,5.9,3335,11/04/2018,3310,yes
858,Howard,A03,NT218,F6,4/05/2018 21:56,4/07/2018 2:56,13:53:36,50016,4.9,2553,7/04/2018,9300,yes
859,Howard,A08,NT218,F6,4/05/2018 21:56,4/07/2018 3:39,14:11:05,51065,3.5,2037,7/04/2018,9300,yes
860,Howard,A09,NT218,F6,4/05/2018 21:56,4/07/2018 3:43,0:11:28,688,6.6,2037,7/04/2018,9300,yes
861,Howard,A10,NT218,F6,4/05/2018 21:56,4/07/2018 3:45,0:11:28,688,3.1,2037,7/04/2018,9300,yes
862,Howard,B09,NT218,F6,4/05/2018 21:56,4/07/2018 10:12,11:13:03,40383,5.5,2585,7/04/2018,4870,yes
863,Howard,B05,NT218,F6,4/05/2018 21:56,4/07/2018 4:20,14:09:42,50982,2.6,2399,7/04/2018,9170,yes
864,Howard,B06,NT218,F6,4/07/2018 4:28,4/07/2018 4:29,,0,4.3,2399,7/04/2018,9170,yes
865,Howard,B07,NT218,F6,4/05/2018 23:21,4/07/2018 4:30,11:40:51,42051,5.2,2399,7/04/2018,9170,yes
866,Vina,F01,61117,1874 Silo,4/06/2018 3:32,4/09/2018 9:54,64:09:32,230972,5.8,3528,9/04/2018,7980,yes
867,Vina,F02,61117,1874 Silo,4/06/2018 3:32,4/08/2018 7:54,34:17:51,123471,6.1,5033,8/04/2018,9540,yes
868,Vina,F03,61117,1879 Golf,4/06/2018 3:32,4/08/2018 7:54,34:51:27,125487,6.5,5033,8/04/2018,9540,yes
869,Vina,F04,61117,1879 Golf,4/06/2018 3:32,4/08/2018 7:54,35:13:49,126829,6.8,5033,8/04/2018,9540,yes
870,Vina,F05,61117,1876 Silo,4/06/2018 3:33,4/08/2018 8:19,34:45:48,125148,7.4,3572,8/04/2018,8130,yes
871,Vina,F09,61117,1876 Silo,4/06/2018 3:33,4/08/2018 8:49,34:36:00,124560,5.5,2527,8/04/2018,7290,yes
872,Vina,F06,61117,1875 Silo,4/06/2018 3:33,4/08/2018 8:19,33:52:31,121951,6.7,3572,8/04/2018,8130,yes
873,Vina,F10,61117,1875 Silo,4/06/2018 3:33,4/08/2018 8:52,34:13:48,123228,5.5,2527,8/04/2018,7290,yes
874,Vina,F07,61117,1877 Golf,4/06/2018 3:34,4/08/2018 8:32,33:12:19,119539,6.1,5529,8/04/2018,9890,yes
875,Vina,F11,61117,1877 Golf,4/06/2018 3:34,4/08/2018 8:55,34:02:40,122560,6.2,2527,8/04/2018,7290,yes
876,Vina,F08,61117,1878 Golf,4/06/2018 3:34,4/08/2018 8:32,32:50:59,118259,6.1,5529,8/04/2018,9890,yes
877,Vina,F12,61117,1878 Golf,4/06/2018 3:34,4/08/2018 9:09,33:57:16,122236,6.3,2527,8/04/2018,7290,yes
878,Howard,A01,NT218,F7,4/07/2018 2:24,4/07/2018 1:59,,0,19.8,3290,7/04/2018,9340,no
879,Howard,A02,NT218,F7,4/06/2018 3:36,4/07/2018 2:05,8:57:02,32222,6.7,3290,7/04/2018,9340,yes
880,Howard,B02,NT218,F7,4/06/2018 4:40,4/07/2018 3:00,12:39:06,45546,5.5,2553,7/04/2018,9300,yes
881,Howard,B03,NT218,F7,4/06/2018 4:40,4/06/2018 19:09,0:44:20,2660,2.5,2585,7/04/2018,4870,yes
882,Gapsted Chandler,E01,GAP17,"3,1,6,7,8,9",4/06/2018 10:37,4/10/2018 8:12,30:03:17,108197,4.1,,,,yes
883,Gapsted Chandler,E02,GAP17,"3,1,6,7,8,9",4/10/2018 8:21,4/10/2018 8:22,30:03:17,108197,7.4,,,,yes
884,Gapsted Chandler,E10,GAP17,"3,1,6,7,8,9",4/06/2018 10:37,4/10/2018 8:44,39:12:26,141146,7.4,,,,yes
885,Howard,E03,NT218,F7,4/06/2018 11:12,4/07/2018 15:06,24:20:27,87627,5.7,5373,7/04/2018,10750,yes
886,Howard,E04,NT218,F7,4/06/2018 11:12,4/07/2018 15:11,24:23:05,87785,5.8,5373,7/04/2018,10750,yes
887,Howard,E05,NT218,F7,4/06/2018 11:12,4/07/2018 15:16,24:43:54,89034,3.2,5373,7/04/2018,10750,yes
888,Howard,E06,NT218,F7,4/06/2018 11:12,4/07/2018 15:32,24:44:21,89061,4,2255,7/04/2018,9200,yes
889,Howard,E07,NT218,F7,4/06/2018 14:42,4/07/2018 15:37,21:13:04,76384,5.7,2255,7/04/2018,9200,yes
890,Howard,E08,NT218,F7,4/06/2018 14:42,4/07/2018 15:54,21:07:45,76065,5.6,3523,7/04/2018,8380,yes
891,Howard,E09,NT218,F7,4/06/2018 14:42,4/07/2018 15:59,0:03:08,188,6,3523,7/04/2018,8380,yes
892,Howard,E12,NT218,F7,4/06/2018 14:42,4/09/2018 15:35,49:19:39,177579,4,2072,9/04/2018,8910,yes
